Time,Susceptible,Infected
46.000000,36412285.586380,203587714.413621
46.040000,36387178.362011,203612821.637989
46.080000,36362364.540803,203637635.459197
46.120000,36337840.765043,203662159.234958
46.160000,36313603.713772,203686396.286228
46.200000,36289650.102432,203710349.897568
46.240000,36265976.682495,203734023.317505
46.280000,36242580.241113,203757419.758887
46.320000,36219457.600759,203780542.399241
46.360000,36196605.618875,203803394.381125
46.400000,36174021.187524,203825978.812477
46.440000,36151701.233040,203848298.766961
46.480000,36129642.715687,203870357.284314
46.520000,36107842.629314,203892157.370686
46.560000,36086298.001019,203913701.998981
46.600000,36065005.890809,203934994.109192
46.640000,36043963.391267,203956036.608734
46.680000,36023167.627224,203976832.372777
46.720000,36002615.755427,203997384.244574
46.760000,35982304.964213,204017695.035787
46.800000,35962232.473189,204037767.526811
46.840000,35942395.532908,204057604.467093
46.880000,35922791.424552,204077208.575449
46.920000,35903417.459617,204096582.540383
46.960000,35884270.979601,204115729.020399
47.000000,35865349.355693,204134650.644308
47.040000,35846649.988464,204153350.011537
47.080000,35828170.307564,204171829.692436
47.120000,35809907.771421,204190092.228579
47.160000,35791859.866939,204208140.133062
47.200000,35774024.109199,204225975.890802
47.240000,35756398.041170,204243601.958830
47.280000,35738979.233413,204261020.766587
47.320000,35721765.283792,204278234.716208
47.360000,35704753.817188,204295246.182813
47.400000,35687942.485213,204312057.514787
47.440000,35671328.965931,204328671.034069
47.480000,35654910.963577,204345089.036423
47.520000,35638686.208279,204361313.791721
47.560000,35622652.455786,204377347.544214
47.600000,35606807.487194,204393192.512806
47.640000,35591149.108679,204408850.891321
47.680000,35575675.151229,204424324.848772
47.720000,35560383.470376,204439616.529624
47.760000,35545271.945942,204454728.054059
47.800000,35530338.481771,204469661.518230
47.840000,35515581.005477,204484418.994523
47.880000,35500997.468188,204499002.531812
47.920000,35486585.844292,204513414.155708
47.960000,35472344.131189,204527655.868811
48.000000,35458270.349041,204541729.650959
48.040000,35444362.540530,204555637.459470
48.080000,35430618.770612,204569381.229389
48.120000,35417037.126275,204582962.873725
48.160000,35403615.716307,204596384.283694
48.200000,35390352.671051,204609647.328949
48.240000,35377246.142180,204622753.857820
48.280000,35364294.302458,204635705.697543
48.320000,35351495.345513,204648504.654487
48.360000,35338847.485614,204661152.514387
48.400000,35326348.957439,204673651.042562
48.440000,35313998.015856,204686001.984144
48.480000,35301792.935705,204698207.064296
48.520000,35289732.011573,204710267.988428
48.560000,35277813.557583,204722186.442418
48.600000,35266035.907178,204733964.092823
48.640000,35254397.412909,204745602.587092
48.680000,35242896.446224,204757103.553776
48.720000,35231531.397265,204768468.602736
48.760000,35220300.674654,204779699.325347
48.800000,35209202.705296,204790797.294704
48.840000,35198235.934176,204801764.065825
48.880000,35187398.824156,204812601.175844
48.920000,35176689.855783,204823310.144217
48.960000,35166107.527088,204833892.472912
49.000000,35155650.353395,204844349.646605
49.040000,35145316.867129,204854683.132871
49.080000,35135105.617626,204864894.382374
49.120000,35125015.170946,204874984.829055
49.160000,35115044.109685,204884955.890316
49.200000,35105191.032793,204894808.967208
49.240000,35095454.555392,204904545.444609
49.280000,35085833.308594,204914166.691406
49.320000,35076325.939325,204923674.060676
49.360000,35066931.110145,204933068.889856
49.400000,35057647.499077,204942352.500924
49.440000,35048473.799432,204951526.200569
49.480000,35039408.719638,204960591.280362
49.520000,35030450.983072,204969549.016928
49.560000,35021599.327891,204978400.672109
49.600000,35012852.506866,204987147.493135
49.640000,35004209.287218,204995790.712782
49.680000,34995668.450459,205004331.549541
49.720000,34987228.792225,205012771.207775
49.760000,34978889.122124,205021110.877877
49.800000,34970648.263571,205029351.736429
49.840000,34962505.053641,205037494.946360
49.880000,34954458.342907,205045541.657094
49.920000,34946506.995293,205053493.004707
49.960000,34938649.887922,205061350.112078
50.000000,34930885.910965,205069114.089035
50.040000,34923213.967495,205076786.032505
50.080000,34915632.973342,205084367.026659
50.120000,34908141.856944,205091858.143057
50.160000,34900739.559211,205099260.440790
50.200000,34893425.033378,205106574.966622
50.240000,34886197.244869,205113802.755132
50.280000,34879055.171154,205120944.828846
50.320000,34871997.801618,205128002.198383
50.360000,34865024.137420,205134975.862581
50.400000,34858133.191363,205141866.808638
50.440000,34851323.987760,205148676.012241
50.480000,34844595.562302,205155404.437698
50.520000,34837946.961932,205162053.038068
50.560000,34831377.244712,205168622.755288
50.600000,34824885.479698,205175114.520302
50.640000,34818470.746817,205181529.253184
50.680000,34812132.136738,205187867.863262
50.720000,34805868.750755,205194131.249246
50.760000,34799679.700660,205200320.299341
50.800000,34793564.108626,205206435.891374
50.840000,34787521.107090,205212478.892910
50.880000,34781549.838631,205218450.161369
50.920000,34775649.455856,205224350.544145
50.960000,34769819.121286,205230180.878715
51.000000,34764058.007240,205235941.992760
51.040000,34758365.295727,205241634.704274
51.080000,34752740.178329,205247259.821672
51.120000,34747181.856094,205252818.143907
51.160000,34741689.539429,205258310.460571
51.200000,34736262.447990,205263737.552011
51.240000,34730899.810575,205269100.189426
51.280000,34725600.865021,205274399.134980
51.320000,34720364.858099,205279635.141901
51.360000,34715191.045412,205284808.954589
51.400000,34710078.691290,205289921.308710
51.440000,34705027.068696,205294972.931305
51.480000,34700035.459117,205299964.540884
51.520000,34695103.152475,205304896.847525
51.560000,34690229.447026,205309770.552975
51.600000,34685413.649260,205314586.350741
51.640000,34680655.073812,205319344.926188
51.680000,34675953.043366,205324046.956634
51.720000,34671306.888560,205328693.111441
51.760000,34666715.947895,205333284.052106
51.800000,34662179.567645,205337820.432356
51.840000,34657697.101766,205342302.898234
51.880000,34653267.911810,205346732.088191
51.920000,34648891.366830,205351108.633170
51.960000,34644566.843303,205355433.156698
52.000000,34640293.725034,205359706.274967
52.040000,34636071.403079,205363928.596921
52.080000,34631899.275657,205368100.724344
52.120000,34627776.748066,205372223.251935
52.160000,34623703.232604,205376296.767397
52.200000,34619678.148487,205380321.851514
52.240000,34615700.921765,205384299.078236
52.280000,34611770.985249,205388229.014752
52.320000,34607887.778426,205392112.221575
52.360000,34604050.747386,205395949.252615
52.400000,34600259.344743,205399740.655257
52.440000,34596513.029561,205403486.970439
52.480000,34592811.267276,205407188.732724
52.520000,34589153.529625,205410846.470376
52.560000,34585539.294569,205414460.705432
52.600000,34581968.046225,205418031.953776
52.640000,34578439.274791,205421560.725210
52.680000,34574952.476477,205425047.523524
52.720000,34571507.153432,205428492.846568
52.760000,34568102.813681,205431897.186320
52.800000,34564738.971048,205435261.028953
52.840000,34561415.145094,205438584.854906
52.880000,34558130.861051,205441869.138950
52.920000,34554885.649751,205445114.350250
52.960000,34551679.047564,205448320.952436
53.000000,34548510.596334,205451489.403667
53.040000,34545379.843311,205454620.156689
53.080000,34542286.341093,205457713.658907
53.120000,34539229.647560,205460770.352441
53.160000,34536209.325812,205463790.674188
53.200000,34533224.944112,205466775.055888
53.240000,34530276.075821,205469723.924180
53.280000,34527362.299340,205472637.700660
53.320000,34524483.198053,205475516.801948
53.360000,34521638.360264,205478361.639736
53.400000,34518827.379146,205481172.620854
53.440000,34516049.852679,205483950.147322
53.480000,34513305.383592,205486694.616408
53.520000,34510593.579316,205489406.420684
53.560000,34507914.051919,205492085.948081
53.600000,34505266.418059,205494733.581942
53.640000,34502650.298924,205497349.701077
53.680000,34500065.320185,205499934.679816
53.720000,34497511.111939,205502488.888062
53.760000,34494987.308659,205505012.691342
53.800000,34492493.549143,205507506.450857
53.840000,34490029.476463,205509970.523538
53.880000,34487594.737911,205512405.262089
53.920000,34485188.984958,205514811.015043
53.960000,34482811.873196,205517188.126805
54.000000,34480463.062294,205519536.937707
54.040000,34478142.215951,205521857.784049
54.080000,34475849.001847,205524150.998154
54.120000,34473583.091595,205526416.908406
54.160000,34471344.160698,205528655.839303
54.200000,34469131.888500,205530868.111501
54.240000,34466945.958143,205533054.041858
54.280000,34464786.056522,205535213.943479
54.320000,34462651.874241,205537348.125760
54.360000,34460543.105567,205539456.894434
54.400000,34458459.448391,205541540.551609
54.440000,34456400.604183,205543599.395818
54.480000,34454366.277948,205545633.722052
54.520000,34452356.178190,205547643.821811
54.560000,34450370.016864,205549629.983136
54.600000,34448407.509341,205551592.490660
54.640000,34446468.374364,205553531.625637
54.680000,34444552.334010,205555447.665990
54.720000,34442659.113653,205557340.886348
54.760000,34440788.441918,205559211.558083
54.800000,34438940.050651,205561059.949350
54.840000,34437113.674877,205562886.325124
54.880000,34435309.052761,205564690.947240
54.920000,34433525.925575,205566474.074426
54.960000,34431764.037659,205568235.962342
55.000000,34430023.136383,205569976.863618
55.040000,34428302.972117,205571697.027884
55.080000,34426603.298189,205573396.701812
55.120000,34424923.870854,205575076.129147
55.160000,34423264.449259,205576735.550741
55.200000,34421624.795409,205578375.204591
55.240000,34420004.674132,205579995.325869
55.280000,34418403.853045,205581596.146956
55.320000,34416822.102525,205583177.897475
55.360000,34415259.195674,205584740.804327
55.400000,34413714.908283,205586285.091717
55.440000,34412189.018810,205587810.981191
55.480000,34410681.308336,205589318.691664
55.520000,34409191.560546,205590808.439454
55.560000,34407719.561690,205592280.438310
55.600000,34406265.100556,205593734.899444
55.640000,34404827.968440,205595172.031561
55.680000,34403407.959114,205596592.040887
55.720000,34402004.868801,205597995.131199
55.760000,34400618.496143,205599381.503858
55.800000,34399248.642172,205600751.357829
55.840000,34397895.110284,205602104.889717
55.880000,34396557.706209,205603442.293792
55.920000,34395236.237984,205604763.762017
55.960000,34393930.515928,205606069.484073
56.000000,34392640.352610,205607359.647390
56.040000,34391365.562828,205608634.437172
56.080000,34390105.963579,205609894.036422
56.120000,34388861.374033,205611138.625968
56.160000,34387631.615509,205612368.384492
56.200000,34386416.511450,205613583.488551
56.240000,34385215.887395,205614784.112606
56.280000,34384029.570957,205615970.429044
56.320000,34382857.391797,205617142.608204
56.360000,34381699.181599,205618300.818401
56.400000,34380554.774050,205619445.225950
56.440000,34379424.004811,205620575.995190
56.480000,34378306.711497,205621693.288504
56.520000,34377202.733652,205622797.266349
56.560000,34376111.912729,205623888.087272
56.600000,34375034.092063,205624965.907937
56.640000,34373969.116854,205626030.883146
56.680000,34372916.834140,205627083.165860
56.720000,34371877.092779,205628122.907222
56.760000,34370849.743423,205629150.256577
56.800000,34369834.638503,205630165.361498
56.840000,34368831.632202,205631168.367798
56.880000,34367840.580438,205632159.419563
56.920000,34366861.340841,205633138.659159
56.960000,34365893.772735,205634106.227266
57.000000,34364937.737116,205635062.262885
57.040000,34363993.096633,205636006.903367
57.080000,34363059.715569,205636940.284432
57.120000,34362137.459820,205637862.540181
57.160000,34361226.196877,205638773.803124
57.200000,34360325.795808,205639674.204193
57.240000,34359436.127237,205640563.872764
57.280000,34358557.063327,205641442.936674
57.320000,34357688.477762,205642311.522239
57.360000,34356830.245728,205643169.754272
57.400000,34355982.243897,205644017.756104
57.440000,34355144.350406,205644855.649595
57.480000,34354316.444843,205645683.555158
57.520000,34353498.408228,205646501.591773
57.560000,34352690.122996,205647309.877005
57.600000,34351891.472982,205648108.527019
57.640000,34351102.343401,205648897.656599
57.680000,34350322.620837,205649677.379164
57.720000,34349552.193220,205650447.806781
57.760000,34348790.949815,205651209.050185
57.800000,34348038.781205,205651961.218796
57.840000,34347295.579274,205652704.420727
57.880000,34346561.237193,205653438.762808
57.920000,34345835.649404,205654164.350596
57.960000,34345118.711606,205654881.288395
58.000000,34344410.320738,205655589.679262
58.040000,34343710.374967,205656289.625034
58.080000,34343018.773670,205656981.226330
58.120000,34342335.417424,205657664.582577
58.160000,34341660.207986,205658339.792015
58.200000,34340993.048286,205659006.951715
58.240000,34340333.842407,205659666.157594
58.280000,34339682.495574,205660317.504427
58.320000,34339038.914141,205660961.085860
58.360000,34338403.005576,205661596.994425
58.400000,34337774.678449,205662225.321552
58.440000,34337153.842417,205662846.157584
58.480000,34336540.408214,205663459.591787
58.520000,34335934.287636,205664065.712365
58.560000,34335335.393529,205664664.606471
58.600000,34334743.639778,205665256.360223
58.640000,34334158.941290,205665841.058710
58.680000,34333581.213989,205666418.786012
58.720000,34333010.374797,205666989.625204
58.760000,34332446.341626,205667553.658374
58.800000,34331889.033367,205668110.966634
58.840000,34331338.369874,205668661.630127
58.880000,34330794.271957,205669205.728044
58.920000,34330256.661368,205669743.338632
58.960000,34329725.460793,205670274.539208
59.000000,34329200.593835,205670799.406165
59.040000,34328681.985010,205671318.014990
59.080000,34328169.559732,205671830.440269
59.120000,34327663.244301,205672336.755700
59.160000,34327162.965897,205672837.034103
59.200000,34326668.652568,205673331.347432
59.240000,34326180.233216,205673819.766784
59.280000,34325697.637593,205674302.362408
59.320000,34325220.796284,205674779.203717
59.360000,34324749.640703,205675250.359298
59.400000,34324284.103081,205675715.896919
59.440000,34323824.116456,205676175.883545
59.480000,34323369.614663,205676630.385338
59.520000,34322920.532324,205677079.467677
59.560000,34322476.804842,205677523.195158
59.600000,34322038.368389,205677961.631611
59.640000,34321605.159896,205678394.840105
59.680000,34321177.117046,205678822.882955
59.720000,34320754.178264,205679245.821737
59.760000,34320336.282708,205679663.717292
59.800000,34319923.370263,205680076.629737
59.840000,34319515.381528,205680484.618473
59.880000,34319112.257810,205680887.742191
59.920000,34318713.941115,205681286.058885
59.960000,34318320.374141,205681679.625859
60.000000,34317931.500268,205682068.499733
60.040000,34317547.263549,205682452.736451
60.080000,34317167.608707,205682832.391294
60.120000,34316792.481119,205683207.518881
60.160000,34316421.826818,205683578.173183
60.200000,34316055.592475,205683944.407526
60.240000,34315693.725400,205684306.274601
60.280000,34315336.173528,205684663.826473
60.320000,34314982.885417,205685017.114584
60.360000,34314633.810236,205685366.189765
60.400000,34314288.897760,205685711.102241
60.440000,34313948.098363,205686051.901637
60.480000,34313611.363010,205686388.636991
60.520000,34313278.643250,205686721.356751
60.560000,34312949.891210,205687050.108791
60.600000,34312625.059586,205687374.940415
60.640000,34312304.101639,205687695.898361
60.680000,34311986.971187,205688013.028813
60.720000,34311673.622598,205688326.377403
60.760000,34311364.010783,205688635.989218
60.800000,34311058.091191,205688941.908810
60.840000,34310755.819802,205689244.180199
60.880000,34310457.153120,205689542.846880
60.920000,34310162.048169,205689837.951832
60.960000,34309870.462482,205690129.537519
61.000000,34309582.354101,205690417.645899
61.040000,34309297.681567,205690702.318434
61.080000,34309016.403915,205690983.596086
61.120000,34308738.480668,205691261.519333
61.160000,34308463.871831,205691536.128170
61.200000,34308192.537887,205691807.462113
61.240000,34307924.439790,205692075.560211
61.280000,34307659.538957,205692340.461044
61.320000,34307397.797267,205692602.202734
61.360000,34307139.177053,205692860.822948
61.400000,34306883.641096,205693116.358905
61.440000,34306631.152622,205693368.847379
61.480000,34306381.675294,205693618.324707
61.520000,34306135.173209,205693864.826792
61.560000,34305891.610891,205694108.389109
61.600000,34305650.953289,205694349.046712
61.640000,34305413.165766,205694586.834235
61.680000,34305178.214100,205694821.785900
61.720000,34304946.064479,205695053.935522
61.760000,34304716.683490,205695283.316510
61.800000,34304490.038121,205695509.961879
61.840000,34304266.095753,205695733.904248
61.880000,34304044.824154,205695955.175846
61.920000,34303826.191480,205696173.808521
61.960000,34303610.166262,205696389.833739
62.000000,34303396.717409,205696603.282592
62.040000,34303185.814200,205696814.185801
62.080000,34302977.426280,205697022.573720
62.120000,34302771.523657,205697228.476344
62.160000,34302568.076695,205697431.923306
62.200000,34302367.056111,205697632.943890
62.240000,34302168.432972,205697831.567029
62.280000,34301972.178690,205698027.821310
62.320000,34301778.265018,205698221.734982
62.360000,34301586.664045,205698413.335955
62.400000,34301397.348193,205698602.651808
62.440000,34301210.290212,205698789.709788
62.480000,34301025.463179,205698974.536822
62.520000,34300842.840489,205699157.159512
62.560000,34300662.395856,205699337.604144
62.600000,34300484.103308,205699515.896692
62.640000,34300307.937182,205699692.062819
62.680000,34300133.872119,205699866.127882
62.720000,34299961.883064,205700038.116936
62.760000,34299791.945262,205700208.054738
62.800000,34299624.034251,205700375.965749
62.840000,34299458.125862,205700541.874139
62.880000,34299294.196212,205700705.803788
62.920000,34299132.221706,205700867.778294
62.960000,34298972.179028,205701027.820972
63.000000,34298814.045140,205701185.954860
63.040000,34298657.797280,205701342.202720
63.080000,34298503.412956,205701496.587044
63.120000,34298350.869945,205701649.130055
63.160000,34298200.146289,205701799.853712
63.200000,34298051.220291,205701948.779710
63.240000,34297904.070513,205702095.929488
63.280000,34297758.675773,205702241.324228
63.320000,34297615.015141,205702384.984859
63.360000,34297473.067938,205702526.932063
63.400000,34297332.813729,205702667.186272
63.440000,34297194.232325,205702805.767676
63.480000,34297057.303776,205702942.696225
63.520000,34296922.008371,205703077.991630
63.560000,34296788.326634,205703211.673367
63.600000,34296656.239320,205703343.760681
63.640000,34296525.727415,205703474.272586
63.680000,34296396.772131,205703603.227870
63.720000,34296269.354904,205703730.645097
63.760000,34296143.457391,205703856.542610
63.800000,34296019.061468,205703980.938533
63.840000,34295896.149228,205704103.850773
63.880000,34295774.702976,205704225.297025
63.920000,34295654.705229,205704345.294772
63.960000,34295536.138712,205704463.861289
64.000000,34295418.986356,205704581.013645
64.040000,34295303.231296,205704696.768705
64.080000,34295188.856868,205704811.143133
64.120000,34295075.846606,205704924.153395
64.160000,34294964.184240,205705035.815760
64.200000,34294853.853697,205705146.146304
64.240000,34294744.839091,205705255.160909
64.280000,34294637.124730,205705362.875271
64.320000,34294530.695106,205705469.304895
64.360000,34294425.534896,205705574.465104
64.400000,34294321.628962,205705678.371038
64.440000,34294218.962345,205705781.037655
64.480000,34294117.520264,205705882.479736
64.520000,34294017.288116,205705982.711885
64.560000,34293918.251469,205706081.748532
64.600000,34293820.396066,205706179.603935
64.640000,34293723.707818,205706276.292182
64.680000,34293628.172807,205706371.827193
64.720000,34293533.777278,205706466.222723
64.760000,34293440.507640,205706559.492360
64.800000,34293348.350467,205706651.649534
64.840000,34293257.292489,205706742.707511
64.880000,34293167.320599,205706832.679402
64.920000,34293078.421841,205706921.578160
64.960000,34292990.583418,205707009.416583
65.000000,34292903.792683,205707096.207318
65.040000,34292818.037141,205707181.962860
65.080000,34292733.304445,205707266.695556
65.120000,34292649.582397,205707350.417604
65.160000,34292566.858942,205707433.141058
65.200000,34292485.122172,205707514.877829
65.240000,34292404.360317,205707595.639684
65.280000,34292324.561750,205707675.438250
65.320000,34292245.714983,205707754.285017
65.360000,34292167.808664,205707832.191337
65.400000,34292090.831575,205707909.168426
65.440000,34292014.772634,205707985.227366
65.480000,34291939.620892,205708060.379109
65.520000,34291865.365527,205708134.634474
65.560000,34291791.995848,205708208.004152
65.600000,34291719.501293,205708280.498708
65.640000,34291647.871423,205708352.128577
65.680000,34291577.095926,205708422.904074
65.720000,34291507.164612,205708492.835389
65.760000,34291438.067412,205708561.932589
65.800000,34291369.794377,205708630.205623
65.840000,34291302.335678,205708697.664322
65.880000,34291235.681603,205708764.318398
65.920000,34291169.822554,205708830.177447
65.960000,34291104.749049,205708895.250951
66.000000,34291040.451720,205708959.548281
66.040000,34290976.921308,205709023.078693
66.080000,34290914.148666,205709085.851335
66.120000,34290852.124757,205709147.875244
66.160000,34290790.840650,205709209.159351
66.200000,34290730.287521,205709269.712479
66.240000,34290670.456653,205709329.543348
66.280000,34290611.339430,205709388.660570
66.320000,34290552.927341,205709447.072659
66.360000,34290495.211976,205709504.788025
66.400000,34290438.185024,205709561.814976
66.440000,34290381.838275,205709618.161725
66.480000,34290326.163616,205709673.836384
66.520000,34290271.153031,205709728.846969
66.560000,34290216.798599,205709783.201401
66.600000,34290163.092494,205709836.907507
66.640000,34290110.026983,205709889.973017
66.680000,34290057.594426,205709942.405574
66.720000,34290005.787274,205709994.212727
66.760000,34289954.598066,205710045.401935
66.800000,34289904.019433,205710095.980568
66.840000,34289854.044092,205710145.955909
66.880000,34289804.664847,205710195.335154
66.920000,34289755.874589,205710244.125412
66.960000,34289707.666292,205710292.333708
67.000000,34289660.033016,205710339.966985
67.040000,34289612.967901,205710387.032100
67.080000,34289566.464171,205710433.535830
67.120000,34289520.515131,205710479.484870
67.160000,34289475.114163,205710524.885837
67.200000,34289430.254732,205710569.745269
67.240000,34289385.930378,205710614.069623
67.280000,34289342.134718,205710657.865282
67.320000,34289298.861448,205710701.138553
67.360000,34289256.104335,205710743.895665
67.400000,34289213.857224,205710786.142776
67.440000,34289172.114032,205710827.885968
67.480000,34289130.868748,205710869.131252
67.520000,34289090.115434,205710909.884567
67.560000,34289049.848220,205710950.151780
67.600000,34289010.061310,205710989.938690
67.640000,34288970.748975,205711029.251026
67.680000,34288931.905554,205711068.094447
67.720000,34288893.525454,205711106.474547
67.760000,34288855.603148,205711144.396852
67.800000,34288818.133177,205711181.866823
67.840000,34288781.110145,205711218.889855
67.880000,34288744.528722,205711255.471279
67.920000,34288708.383639,205711291.616361
67.960000,34288672.669693,205711327.330307
68.000000,34288637.381741,205711362.618260
68.040000,34288602.514702,205711397.485299
68.080000,34288568.063555,205711431.936446
68.120000,34288534.023340,205711465.976660
68.160000,34288500.389156,205711499.610845
68.200000,34288467.156159,205711532.843842
68.240000,34288434.319564,205711565.680437
68.280000,34288401.874643,205711598.125358
68.320000,34288369.816724,205711630.183276
68.360000,34288338.141192,205711661.858809
68.400000,34288306.843485,205711693.156516
68.440000,34288275.919096,205711724.080904
68.480000,34288245.363574,205711754.636427
68.520000,34288215.172517,205711784.827483
68.560000,34288185.341580,205711814.658421
68.600000,34288155.866466,205711844.133535
68.640000,34288126.742931,205711873.257070
68.680000,34288097.966782,205711902.033219
68.720000,34288069.533875,205711930.466125
68.760000,34288041.440117,205711958.559884
68.800000,34288013.681461,205711986.318539
68.840000,34287986.253911,205712013.746089
68.880000,34287959.153518,205712040.846483
68.920000,34287932.376379,205712067.623622
68.960000,34287905.918639,205712094.081362
69.000000,34287879.776487,205712120.223514
69.040000,34287853.946160,205712146.053841
69.080000,34287828.423938,205712171.576063
69.120000,34287803.206146,205712196.793854
69.160000,34287778.289154,205712221.710847
69.200000,34287753.669372,205712246.330629
69.240000,34287729.343256,205712270.656744
69.280000,34287705.307304,205712294.692696
69.320000,34287681.558054,205712318.441947
69.360000,34287658.092086,205712341.907914
69.400000,34287634.906022,205712365.093978
69.440000,34287611.996523,205712388.003477
69.480000,34287589.360290,205712410.639710
69.520000,34287566.994064,205712433.005937
69.560000,34287544.894623,205712455.105377
69.600000,34287523.058786,205712476.941214
69.640000,34287501.483409,205712498.516591
69.680000,34287480.165385,205712519.834616
69.720000,34287459.101644,205712540.898357
69.760000,34287438.289153,205712561.710848
69.800000,34287417.724915,205712582.275085
69.840000,34287397.405969,205712602.594031
69.880000,34287377.329390,205712622.670610
69.920000,34287357.492286,205712642.507715
69.960000,34287337.891801,205712662.108200
70.000000,34287318.525112,205712681.474888
70.040000,34287299.389432,205712700.610569
70.080000,34287280.482003,205712719.517997
70.120000,34287261.800105,205712738.199896
70.160000,34287243.341046,205712756.658955
70.200000,34287225.102169,205712774.897832
70.240000,34287207.080847,205712792.919153
70.280000,34287189.274486,205712810.725515
70.320000,34287171.680521,205712828.319480
70.360000,34287154.296419,205712845.703582
70.400000,34287137.119677,205712862.880324
70.440000,34287120.147821,205712879.852180
70.480000,34287103.378407,205712896.621594
70.520000,34287086.809021,205712913.190980
70.560000,34287070.437277,205712929.562724
70.600000,34287054.260817,205712945.739184
70.640000,34287038.277312,205712961.722689
70.680000,34287022.484460,205712977.515540
70.720000,34287006.879988,205712993.120012
70.760000,34286991.461648,205713008.538352
70.800000,34286976.227221,205713023.772780
70.840000,34286961.174511,205713038.825490
70.880000,34286946.301353,205713053.698648
70.920000,34286931.605603,205713068.394397
70.960000,34286917.085147,205713082.914854
71.000000,34286902.737893,205713097.262108
71.040000,34286888.561775,205713111.438226
71.080000,34286874.554752,205713125.445249
71.120000,34286860.714807,205713139.285194
71.160000,34286847.039947,205713152.960054
71.200000,34286833.528203,205713166.471798
71.240000,34286820.177629,205713179.822372
71.280000,34286806.986302,205713193.013698
71.320000,34286793.952324,205713206.047676
71.360000,34286781.073818,205713218.926183
71.400000,34286768.348928,205713231.651072
71.440000,34286755.775823,205713244.224177
71.480000,34286743.352692,205713256.647308
71.520000,34286731.077746,205713268.922254
71.560000,34286718.949218,205713281.050782
71.600000,34286706.965361,205713293.034639
71.640000,34286695.124450,205713304.875551
71.680000,34286683.424779,205713316.575222
71.720000,34286671.864664,205713328.135337
71.760000,34286660.442440,205713339.557561
71.800000,34286649.156462,205713350.843539
71.840000,34286638.005105,205713361.994895
71.880000,34286626.986764,205713373.013237
71.920000,34286616.099852,205713383.900149
71.960000,34286605.342800,205713394.657200
72.000000,34286594.714061,205713405.285940
72.040000,34286584.212103,205713415.787897
72.080000,34286573.835415,205713426.164586
72.120000,34286563.582502,205713436.417499
72.160000,34286553.451887,205713446.548114
72.200000,34286543.442112,205713456.557888
72.240000,34286533.551736,205713466.448265
72.280000,34286523.779334,205713476.220667
72.320000,34286514.123499,205713485.876501
72.360000,34286504.582841,205713495.417159
72.400000,34286495.155986,205713504.844015
72.440000,34286485.841576,205713514.158425
72.480000,34286476.638270,205713523.361730
72.520000,34286467.544743,205713532.455257
72.560000,34286458.559686,205713541.440315
72.600000,34286449.681804,205713550.318197
72.640000,34286440.909819,205713559.090181
72.680000,34286432.242469,205713567.757532
72.720000,34286423.678504,205713576.321497
72.760000,34286415.216692,205713584.783309
72.800000,34286406.855814,205713593.144187
72.840000,34286398.594666,205713601.405334
72.880000,34286390.432060,205713609.567941
72.920000,34286382.366818,205713617.633183
72.960000,34286374.397780,205713625.602220
73.000000,34286366.523799,205713633.476202
73.040000,34286358.743740,205713641.256260
73.080000,34286351.056484,205713648.943517
73.120000,34286343.460922,205713656.539078
73.160000,34286335.955962,205713664.044038
73.200000,34286328.540523,205713671.459477
73.240000,34286321.213537,205713678.786463
73.280000,34286313.973949,205713686.026052
73.320000,34286306.820716,205713693.179284
73.360000,34286299.752809,205713700.247192
73.400000,34286292.769209,205713707.230792
73.440000,34286285.868911,205713714.131090
73.480000,34286279.050921,205713720.949080
73.520000,34286272.314258,205713727.685743
73.560000,34286265.657951,205713734.342050
73.600000,34286259.081042,205713740.918959
73.640000,34286252.582584,205713747.417417
73.680000,34286246.161641,205713753.838360
73.720000,34286239.817288,205713760.182712
73.760000,34286233.548612,205713766.451388
73.800000,34286227.354711,205713772.645290
73.840000,34286221.234692,205713778.765309
73.880000,34286215.187673,205713784.812327
73.920000,34286209.212785,205713790.787215
73.960000,34286203.309167,205713796.690833
74.000000,34286197.475969,205713802.524032
74.040000,34286191.712350,205713808.287651
74.080000,34286186.017481,205713813.982519
74.120000,34286180.390542,205713819.609459
74.160000,34286174.830722,205713825.169278
74.200000,34286169.337221,205713830.662779
74.240000,34286163.909248,205713836.090753
74.280000,34286158.546021,205713841.453980
74.320000,34286153.246768,205713846.753233
74.360000,34286148.010725,205713851.989275
74.400000,34286142.837140,205713857.162861
74.440000,34286137.725266,205713862.274735
74.480000,34286132.674367,205713867.325633
74.520000,34286127.683717,205713872.316283
74.560000,34286122.752597,205713877.247403
74.600000,34286117.880296,205713882.119704
74.640000,34286113.066114,205713886.933887
74.680000,34286108.309356,205713891.690645
74.720000,34286103.609338,205713896.390663
74.760000,34286098.965382,205713901.034618
74.800000,34286094.376821,205713905.623179
74.840000,34286089.842994,205713910.157007
74.880000,34286085.363247,205713914.636754
74.920000,34286080.936935,205713919.063065
74.960000,34286076.563422,205713923.436579
75.000000,34286072.242077,205713927.757924
75.040000,34286067.972278,205713932.027723
75.080000,34286063.753410,205713936.246590
75.120000,34286059.584866,205713940.415134
75.160000,34286055.466046,205713944.533955
75.200000,34286051.396355,205713948.603645
75.240000,34286047.375209,205713952.624791
75.280000,34286043.402028,205713956.597972
75.320000,34286039.476241,205713960.523760
75.360000,34286035.597281,205713964.402720
75.400000,34286031.764590,205713968.235410
