Time,Susceptible,Infected,Recovered
4.550000,89672.303333,259.224935,68.471732
4.600000,89668.408898,261.946745,69.644357
4.650000,89664.473744,264.696961,70.829295
4.700000,89660.497452,267.475875,72.026673
4.750000,89656.479595,270.283783,73.236621
4.800000,89652.419744,273.120985,74.459271
4.850000,89648.317464,275.987781,75.694755
4.900000,89644.172317,278.884477,76.943206
4.950000,89639.983859,281.811380,78.204760
5.000000,89635.751644,284.768801,79.479554
5.050000,89631.475219,287.757055,80.767726
5.100000,89627.154128,290.776457,82.069414
5.150000,89622.787910,293.827329,83.384761
5.200000,89618.376097,296.909995,84.713908
5.250000,89613.918221,300.024779,86.056999
5.300000,89609.413806,303.172014,87.414180
5.350000,89604.862372,306.352032,88.785597
5.400000,89600.263433,309.565169,90.171398
5.450000,89595.616501,312.811766,91.571733
5.500000,89590.921080,316.092166,92.986754
5.550000,89586.176671,319.406715,94.416614
5.600000,89581.382769,322.755765,95.861467
5.650000,89576.538864,326.139668,97.321468
5.700000,89571.644442,329.558782,98.796776
5.750000,89566.698982,333.013467,100.287551
5.800000,89561.701960,336.504088,101.793951
5.850000,89556.652845,340.031013,103.316142
5.900000,89551.551101,343.594613,104.854286
5.950000,89546.396187,347.195264,106.408549
6.000000,89541.187556,350.833344,107.979099
6.050000,89535.924657,354.509237,109.566106
6.100000,89530.606932,358.223328,111.169740
6.150000,89525.233818,361.976008,112.790174
6.200000,89519.804746,365.767672,114.427582
6.250000,89514.319142,369.598716,116.082142
6.300000,89508.776426,373.469544,117.754030
6.350000,89503.176012,377.380560,119.443428
6.400000,89497.517308,381.332176,121.150516
6.450000,89491.799717,385.324804,122.875479
6.500000,89486.022636,389.358862,124.618502
6.550000,89480.185455,393.434774,126.379771
6.600000,89474.287558,397.552964,128.159478
6.650000,89468.328324,401.713864,129.957812
6.700000,89462.307125,405.917908,131.774967
6.750000,89456.223327,410.165534,133.611139
6.800000,89450.076290,414.457186,135.466523
6.850000,89443.865368,418.793312,137.341320
6.900000,89437.589908,423.174362,139.235730
6.950000,89431.249249,427.600794,141.149957
7.000000,89424.842727,432.073067,143.084206
7.050000,89418.369668,436.591647,145.038685
7.100000,89411.829395,441.157004,147.013601
7.150000,89405.221220,445.769611,149.009168
7.200000,89398.544453,450.429948,151.025599
7.250000,89391.798392,455.138497,153.063110
7.300000,89384.982333,459.895748,155.121919
7.350000,89378.095562,464.702192,157.202246
7.400000,89371.137360,469.558327,159.304313
7.450000,89364.106998,474.464656,161.428346
7.500000,89357.003744,479.421685,163.574571
7.550000,89349.826855,484.429927,165.743218
7.600000,89342.575583,489.489899,167.934518
7.650000,89335.249172,494.602122,170.148705
7.700000,89327.846859,499.767124,172.386016
7.750000,89320.367874,504.985437,174.646690
7.800000,89312.811437,510.257597,176.930966
7.850000,89305.176764,515.584147,179.239090
7.900000,89297.463060,520.965634,181.571306
7.950000,89289.669526,526.402611,183.927863
8.000000,89281.795351,531.895636,186.309013
8.050000,89273.839720,537.445271,188.715009
8.100000,89265.801807,543.052086,191.146107
8.150000,89257.680781,548.716655,193.602565
8.200000,89249.475800,554.439556,196.084644
8.250000,89241.186017,560.221374,198.592609
8.300000,89232.810573,566.062701,201.126726
8.350000,89224.348605,571.964132,203.687263
8.400000,89215.799238,577.926268,206.274494
8.450000,89207.161592,583.949717,208.888692
8.500000,89198.434775,590.035091,211.530134
8.550000,89189.617888,596.183010,214.199101
8.600000,89180.710026,602.394098,216.895876
8.650000,89171.710271,608.668986,219.620744
8.700000,89162.617698,615.008309,222.373994
8.750000,89153.431374,621.412709,225.155916
8.800000,89144.150357,627.882836,227.966807
8.850000,89134.773695,634.419344,230.806961
8.900000,89125.300427,641.022892,233.676681
8.950000,89115.729584,647.694147,236.576269
9.000000,89106.060187,654.433782,239.506031
9.050000,89096.291248,661.242475,242.466277
9.100000,89086.421769,668.120913,245.457318
9.150000,89076.450744,675.069786,248.479471
9.200000,89066.377155,682.089792,251.533053
9.250000,89056.199978,689.181636,254.618386
9.300000,89045.918176,696.346028,257.735796
9.350000,89035.530704,703.583685,260.885611
9.400000,89025.036507,710.895333,264.068160
9.450000,89014.434520,718.281700,267.283781
9.500000,89003.723667,725.743524,270.532809
9.550000,88992.902864,733.281549,273.815587
9.600000,88981.971016,740.896526,277.132458
9.650000,88970.927016,748.589212,280.483772
9.700000,88959.769750,756.360371,283.869879
9.750000,88948.498091,764.210775,287.291134
9.800000,88937.110903,772.141201,290.747896
9.850000,88925.607038,780.152436,294.240526
9.900000,88913.985339,788.245271,297.769390
9.950000,88902.244637,796.420506,301.334857
10.000000,88890.383754,804.678947,304.937300
10.050000,88878.401498,813.021408,308.577094
10.100000,88866.296670,821.448710,312.254620
10.150000,88854.068058,829.961682,315.970261
10.200000,88841.714437,838.561159,319.724404
10.250000,88829.234574,847.247984,323.517442
10.300000,88816.627223,856.023008,327.349769
10.350000,88803.891128,864.887090,331.221783
10.400000,88791.025019,873.841094,335.133887
10.450000,88778.027617,882.885894,339.086489
10.500000,88764.897630,892.022372,343.079998
10.550000,88751.633756,901.251415,347.114829
10.600000,88738.234678,910.573921,351.191401
10.650000,88724.699071,919.990794,355.310136
10.700000,88711.025594,929.502945,359.471461
10.750000,88697.212898,939.111295,363.675807
10.800000,88683.259620,948.816772,367.923608
10.850000,88669.164383,958.620312,372.215305
10.900000,88654.925801,968.522859,376.551339
10.950000,88640.542474,978.525366,380.932160
11.000000,88626.012989,988.628792,385.358219
11.050000,88611.335921,998.834107,389.829972
11.100000,88596.509832,1009.142287,394.347880
11.150000,88581.533274,1019.554318,398.912409
11.200000,88566.404781,1030.071192,403.524027
11.250000,88551.122879,1040.693913,408.183208
11.300000,88535.686078,1051.423490,412.890432
11.350000,88520.092876,1062.260943,417.646181
11.400000,88504.341758,1073.207298,422.450944
11.450000,88488.431196,1084.263592,427.305212
11.500000,88472.359647,1095.430870,432.209483
11.550000,88456.125557,1106.710185,437.164258
11.600000,88439.727357,1118.102599,442.170044
11.650000,88423.163464,1129.609183,447.227353
11.700000,88406.432283,1141.231017,452.336700
11.750000,88389.532205,1152.969189,457.498606
11.800000,88372.461604,1164.824797,462.713598
11.850000,88355.218845,1176.798948,467.982207
11.900000,88337.802275,1188.892756,473.304968
11.950000,88320.210230,1201.107347,478.682423
12.000000,88302.441028,1213.443854,484.115117
12.050000,88284.492978,1225.903420,489.603602
12.100000,88266.364369,1238.487196,495.148434
12.150000,88248.053480,1251.196344,500.750175
12.200000,88229.558574,1264.032035,506.409391
12.250000,88210.877898,1276.995447,512.126655
12.300000,88192.009686,1290.087770,517.902544
12.350000,88172.952157,1303.310202,523.737640
12.400000,88153.703516,1316.663952,529.632533
12.450000,88134.261950,1330.150235,535.587815
12.500000,88114.625635,1343.770280,541.604085
12.550000,88094.792729,1357.525322,547.681950
12.600000,88074.761376,1371.416606,553.822018
12.650000,88054.529706,1385.445389,560.024905
12.700000,88034.095831,1399.612935,566.291234
12.750000,88013.457850,1413.920519,572.621632
12.800000,87992.613844,1428.369425,579.016731
12.850000,87971.561883,1442.960947,585.477171
12.900000,87950.300016,1457.696388,592.003595
12.950000,87928.826281,1472.577063,598.596656
13.000000,87907.138696,1487.604295,605.257009
13.050000,87885.235267,1502.779416,611.985316
13.100000,87863.113982,1518.103771,618.782247
13.150000,87840.772814,1533.578710,625.648476
13.200000,87818.209719,1549.205598,632.584684
13.250000,87795.422637,1564.985806,639.591557
13.300000,87772.409494,1580.920718,646.669788
13.350000,87749.168197,1597.011726,653.820077
13.400000,87725.696638,1613.260232,661.043130
13.450000,87701.992694,1629.667649,668.339658
13.500000,87678.054222,1646.235399,675.710379
13.550000,87653.879066,1662.964915,683.156019
13.600000,87629.465053,1679.857639,690.677308
13.650000,87604.809991,1696.915024,698.274985
13.700000,87579.911675,1714.138532,705.949792
13.750000,87554.767880,1731.529637,713.702483
13.800000,87529.376367,1749.089820,721.533813
13.850000,87503.734878,1766.820575,729.444547
13.900000,87477.841140,1784.723404,737.435456
13.950000,87451.692862,1802.799820,745.507318
14.000000,87425.287736,1821.051347,753.660917
14.050000,87398.623438,1839.479517,761.897045
14.100000,87371.697627,1858.085873,770.216500
14.150000,87344.507943,1876.871969,778.620088
14.200000,87317.052013,1895.839368,787.108620
14.250000,87289.327441,1914.989642,795.682916
14.300000,87261.331820,1934.324376,804.343803
14.350000,87233.062723,1953.845163,813.092115
14.400000,87204.517704,1973.553605,821.928691
14.450000,87175.694302,1993.451317,830.854381
14.500000,87146.590040,2013.539920,839.870039
14.550000,87117.202422,2033.821049,848.976529
14.600000,87087.528933,2054.296347,858.174720
14.650000,87057.567044,2074.967466,867.465490
14.700000,87027.314208,2095.836069,876.849723
14.750000,86996.767859,2116.903828,886.328313
14.800000,86965.925414,2138.172427,895.902159
14.850000,86934.784275,2159.643557,905.572169
14.900000,86903.341823,2181.318919,915.339258
14.950000,86871.595426,2203.200226,925.204348
15.000000,86839.542430,2225.289199,935.168371
15.050000,86807.180168,2247.587567,945.232265
15.100000,86774.505952,2270.097072,955.396976
15.150000,86741.517080,2292.819462,965.663458
15.200000,86708.210830,2315.756497,976.032673
15.250000,86674.584463,2338.909946,986.505591
15.300000,86640.635226,2362.281585,997.083190
15.350000,86606.360344,2385.873201,1007.766455
15.400000,86571.757028,2409.686591,1018.556381
15.450000,86536.822471,2433.723559,1029.453970
15.500000,86501.553849,2457.985919,1040.460231
15.550000,86465.948321,2482.475495,1051.576184
15.600000,86430.003028,2507.194118,1062.802854
15.650000,86393.715095,2532.143628,1074.141277
15.700000,86357.081629,2557.325875,1085.592496
15.750000,86320.099722,2582.742716,1097.157562
15.800000,86282.766448,2608.396017,1108.837535
15.850000,86245.078864,2634.287652,1120.633484
15.900000,86207.034010,2660.419505,1132.546484
15.950000,86168.628911,2686.793467,1144.577623
16.000000,86129.860573,2713.411435,1156.727992
16.050000,86090.725989,2740.275317,1168.998694
16.100000,86051.222132,2767.387027,1181.390841
16.150000,86011.345960,2794.748487,1193.905552
16.200000,85971.094417,2822.361628,1206.543955
16.250000,85930.464427,2850.228386,1219.307187
16.300000,85889.452901,2878.350705,1232.196394
16.350000,85848.056733,2906.730537,1245.212730
16.400000,85806.272802,2935.369840,1258.357358
16.450000,85764.097970,2964.270579,1271.631451
16.500000,85721.529084,2993.434727,1285.036188
16.550000,85678.562977,3022.864261,1298.572761
16.600000,85635.196465,3052.561167,1312.242368
16.650000,85591.426350,3082.527434,1326.046216
16.700000,85547.249419,3112.765060,1339.985522
16.750000,85502.662442,3143.276046,1354.061511
16.800000,85457.662178,3174.062402,1368.275419
16.850000,85412.245370,3205.126141,1382.628489
16.900000,85366.408745,3236.469281,1397.121974
16.950000,85320.149019,3268.093846,1411.757135
17.000000,85273.462892,3300.001865,1426.535243
17.050000,85226.347050,3332.195370,1441.457580
17.100000,85178.798168,3364.676399,1456.525433
17.150000,85130.812904,3397.446994,1471.740102
17.200000,85082.387907,3430.509200,1487.102893
17.250000,85033.519809,3463.865066,1502.615125
17.300000,84984.205232,3497.516646,1518.278122
17.350000,84934.440785,3531.465993,1534.093221
17.400000,84884.223066,3565.715168,1550.061766
17.450000,84833.548658,3600.266231,1566.185111
17.500000,84782.414135,3635.121247,1582.464618
17.550000,84730.816058,3670.282281,1598.901661
17.600000,84678.750979,3705.751400,1615.497621
17.650000,84626.215436,3741.530675,1632.253889
17.700000,84573.205960,3777.622175,1649.171865
17.750000,84519.719068,3814.027972,1666.252960
17.800000,84465.751270,3850.750138,1683.498592
17.850000,84411.299065,3887.790746,1700.910189
17.900000,84356.358943,3925.151868,1718.489189
17.950000,84300.927384,3962.835577,1736.237039
18.000000,84245.000861,4000.843943,1754.155196
18.050000,84188.575837,4039.179038,1772.245125
18.100000,84131.648768,4077.842931,1790.508301
18.150000,84074.216102,4116.837691,1808.946208
18.200000,84016.274280,4156.165381,1827.560339
18.250000,83957.819735,4195.828066,1846.352199
18.300000,83898.848896,4235.827807,1865.323298
18.350000,83839.358182,4276.166660,1884.475158
18.400000,83779.344010,4316.846680,1903.809309
18.450000,83718.802790,4357.869917,1923.327292
18.500000,83657.730927,4399.238416,1943.030656
18.550000,83596.124822,4440.954219,1962.920959
18.600000,83533.980871,4483.019360,1982.999768
18.650000,83471.295468,4525.435872,2003.268660
18.700000,83408.065002,4568.205776,2023.729221
18.750000,83344.285862,4611.331092,2044.383046
18.800000,83279.954432,4654.813831,2065.231737
18.850000,83215.067095,4698.655996,2086.276909
18.900000,83149.620234,4742.859582,2107.520183
18.950000,83083.610231,4787.426578,2128.963191
19.000000,83017.033467,4832.358963,2150.607571
19.050000,82949.886323,4877.658705,2172.454972
19.100000,82882.165183,4923.327764,2194.507053
19.150000,82813.866430,4969.368091,2216.765479
19.200000,82744.986450,5015.781624,2239.231926
19.250000,82675.521632,5062.570291,2261.908076
19.300000,82605.468368,5109.736008,2284.795624
19.350000,82534.823053,5157.280678,2307.896269
19.400000,82463.582086,5205.206193,2331.211721
19.450000,82391.741872,5253.514429,2354.743699
19.500000,82319.298822,5302.207250,2378.493928
19.550000,82246.249351,5351.286505,2402.464144
19.600000,82172.589883,5400.754028,2426.656089
19.650000,82098.316847,5450.611638,2451.071515
19.700000,82023.426683,5500.861135,2475.712181
19.750000,81947.915838,5551.504306,2500.579856
19.800000,81871.780768,5602.542919,2525.676313
19.850000,81795.017940,5653.978722,2551.003338
19.900000,81717.623832,5705.813448,2576.562720
19.950000,81639.594933,5758.048807,2602.356260
20.000000,81560.927744,5810.686493,2628.385763
20.050000,81481.618780,5863.728176,2654.653044
20.100000,81401.664568,5917.175507,2681.159925
20.150000,81321.061651,5971.030114,2707.908235
20.200000,81239.806587,6025.293604,2734.899809
20.250000,81157.895949,6079.967558,2762.136493
20.300000,81075.326328,6135.053536,2789.620135
20.350000,80992.094332,6190.553073,2817.352595
20.400000,80908.196588,6246.467677,2845.335736
20.450000,80823.629739,6302.798832,2873.571429
20.500000,80738.390453,6359.547995,2902.061552
20.550000,80652.475415,6416.716595,2930.807990
20.600000,80565.881334,6474.306034,2959.812633
20.650000,80478.604939,6532.317684,2989.077378
20.700000,80390.642984,6590.752889,3018.604127
20.750000,80301.992248,6649.612961,3048.394791
20.800000,80212.649533,6708.899184,3078.451283
20.850000,80122.611669,6768.612806,3108.775525
20.900000,80031.875511,6828.755047,3139.369441
20.950000,79940.437944,6889.327092,3170.234965
21.000000,79848.295879,6950.330090,3201.374032
21.050000,79755.446258,7011.765158,3232.788584
21.100000,79661.886055,7073.633377,3264.480568
21.150000,79567.612273,7135.935792,3296.451935
21.200000,79472.621949,7198.673409,3328.704643
21.250000,79376.912152,7261.847198,3361.240650
21.300000,79280.479987,7325.458090,3394.061923
21.350000,79183.322593,7389.506977,3427.170430
21.400000,79085.437147,7453.994709,3460.568144
21.450000,78986.820860,7518.922098,3494.257042
21.500000,78887.470986,7584.289910,3528.239104
21.550000,78787.384814,7650.098873,3562.516313
21.600000,78686.559675,7716.349668,3597.090656
21.650000,78584.992942,7783.042934,3631.964124
21.700000,78482.682029,7850.179263,3667.138707
21.750000,78379.624394,7917.759203,3702.616402
21.800000,78275.817540,7985.783254,3738.399206
21.850000,78171.259014,8054.251868,3774.489119
21.900000,78065.946410,8123.165450,3810.888141
21.950000,77959.877369,8192.524355,3847.598276
22.000000,77853.049583,8262.328889,3884.621528
22.050000,77745.460791,8332.579305,3921.959904
22.100000,77637.108783,8403.275806,3959.615411
22.150000,77527.991401,8474.418543,3997.590056
22.200000,77418.106541,8546.007612,4035.885847
22.250000,77307.452150,8618.043056,4074.504794
22.300000,77196.026234,8690.524861,4113.448904
22.350000,77083.826851,8763.452961,4152.720187
22.400000,76970.852119,8836.827231,4192.320650
22.450000,76857.100212,8910.647487,4232.252301
22.500000,76742.569365,8984.913489,4272.517146
22.550000,76627.257872,9059.624938,4313.117191
22.600000,76511.164088,9134.781473,4354.054438
22.650000,76394.286434,9210.382675,4395.330891
22.700000,76276.623389,9286.428062,4436.948549
22.750000,76158.173501,9362.917090,4478.909409
22.800000,76038.935383,9439.849150,4521.215467
22.850000,75918.907712,9517.223573,4563.868715
22.900000,75798.089237,9595.039621,4606.871142
22.950000,75676.478773,9673.296494,4650.224733
23.000000,75554.075205,9751.993325,4693.931470
23.050000,75430.877491,9831.129177,4737.993331
23.100000,75306.884660,9910.703050,4782.412290
23.150000,75182.095814,9990.713872,4827.190314
23.200000,75056.510129,10071.160503,4872.329368
23.250000,74930.126857,10152.041732,4917.831411
23.300000,74802.945326,10233.356280,4963.698394
23.350000,74674.964942,10315.102793,5009.932265
23.400000,74546.185187,10397.279848,5056.534965
23.450000,74416.605626,10479.885946,5103.508427
23.500000,74286.225902,10562.919518,5150.854580
23.550000,74155.045740,10646.378918,5198.575342
23.600000,74023.064947,10730.262427,5246.672626
23.650000,73890.283413,10814.568250,5295.148337
23.700000,73756.701115,10899.294514,5344.004371
23.750000,73622.318112,10984.439273,5393.242615
23.800000,73487.134551,11070.000500,5442.864949
23.850000,73351.150666,11155.976093,5492.873241
23.900000,73214.366778,11242.363869,5543.269352
23.950000,73076.783300,11329.161568,5594.055131
24.000000,72938.400732,11416.366850,5645.232418
24.050000,72799.219666,11503.977293,5696.803041
24.100000,72659.240786,11591.990397,5748.768817
24.150000,72518.464867,11680.403579,5801.131554
24.200000,72376.892779,11769.214175,5853.893046
24.250000,72234.525486,11858.419440,5907.055074
24.300000,72091.364047,11948.016544,5960.619408
24.350000,71947.409617,12038.002577,6014.587806
24.400000,71802.663446,12128.374543,6068.962011
24.450000,71657.126884,12219.129364,6123.743751
24.500000,71510.801377,12310.263878,6178.934744
24.550000,71363.688471,12401.774838,6234.536691
24.600000,71215.789810,12493.658912,6290.551278
24.650000,71067.107140,12585.912684,6346.980176
24.700000,70917.642307,12678.532652,6403.825041
24.750000,70767.397259,12771.515228,6461.087513
24.800000,70616.374044,12864.856740,6518.769216
24.850000,70464.574815,12958.553428,6576.871757
24.900000,70312.001827,13052.601449,6635.396724
24.950000,70158.657439,13146.996870,6694.345691
25.000000,70004.544116,13241.735673,6753.720211
25.050000,69849.664423,13336.813756,6813.521821
25.100000,69694.021036,13432.226927,6873.752038
25.150000,69537.616732,13527.970909,6934.412360
25.200000,69380.454396,13624.041338,6995.504266
25.250000,69222.537020,13720.433765,7057.029215
25.300000,69063.867702,13817.143652,7118.988646
25.350000,68904.449646,13914.166377,7181.383977
25.400000,68744.286165,14011.497230,7244.216605
25.450000,68583.380679,14109.131414,7307.487907
25.500000,68421.736716,14207.064049,7371.199236
25.550000,68259.357910,14305.290166,7435.351923
25.600000,68096.248008,14403.804712,7499.947280
25.650000,67932.410860,14502.602549,7564.986591
25.700000,67767.850428,14601.678452,7630.471120
25.750000,67602.570781,14701.027113,7696.402106
25.800000,67436.576097,14800.643139,7762.780765
25.850000,67269.870662,14900.521051,7829.608287
25.900000,67102.458872,15000.655289,7896.885839
25.950000,66934.345230,15101.040210,7964.614561
26.000000,66765.534348,15201.670084,8032.795568
26.050000,66596.030946,15302.539104,8101.429950
26.100000,66425.839852,15403.641378,8170.518770
26.150000,66254.966004,15504.970932,8240.063064
26.200000,66083.414444,15606.521715,8310.063840
26.250000,65911.190325,15708.287594,8380.522082
26.300000,65738.298904,15810.262354,8451.438742
26.350000,65564.745547,15912.439706,8522.814747
26.400000,65390.535725,16014.813281,8594.650994
26.450000,65215.675017,16117.376632,8666.948351
26.500000,65040.169105,16220.123237,8739.707658
26.550000,64864.023778,16323.046497,8812.929725
26.600000,64687.244928,16426.139740,8886.615332
26.650000,64509.838553,16529.396220,8960.765228
26.700000,64331.810751,16632.809116,9035.380132
26.750000,64153.167728,16736.371538,9110.460734
26.800000,63973.915787,16840.076524,9186.007690
26.850000,63794.061334,16943.917040,9262.021626
26.900000,63613.610878,17047.885986,9338.503136
26.950000,63432.571025,17151.976194,9415.452782
27.000000,63250.948480,17256.180427,9492.871093
27.050000,63068.750049,17360.491385,9570.758566
27.100000,62885.982633,17464.901703,9649.115664
27.150000,62702.653230,17569.403952,9727.942819
27.200000,62518.768932,17673.990641,9807.240426
27.250000,62334.336929,17778.654221,9887.008850
27.300000,62149.364501,17883.387081,9967.248418
27.350000,61963.859021,17988.181553,10047.959426
27.400000,61777.827955,18093.029911,10129.142133
27.450000,61591.278858,18197.924377,10210.796764
27.500000,61404.219373,18302.857117,10292.923510
27.550000,61216.657232,18407.820244,10375.522524
27.600000,61028.600253,18512.805822,10458.593926
27.650000,60840.056338,18617.805863,10542.137798
27.700000,60651.033476,18722.812335,10626.154188
27.750000,60461.539736,18827.817157,10710.643107
27.800000,60271.583268,18932.812204,10795.604528
27.850000,60081.172304,19037.789307,10881.038390
27.900000,59890.315151,19142.740257,10966.944593
27.950000,59699.020196,19247.656804,11053.323000
28.000000,59507.295900,19352.530661,11140.173440
28.050000,59315.150797,19457.353503,11227.495700
28.100000,59122.593495,19562.116973,11315.289532
28.150000,58929.632671,19666.812678,11403.554651
28.200000,58736.277073,19771.432195,11492.290732
28.250000,58542.535514,19875.967073,11581.497414
28.300000,58348.416874,19980.408830,11671.174296
28.350000,58153.930098,20084.748962,11761.320941
28.400000,57959.084191,20188.978938,11851.936871
28.450000,57763.888220,20293.090207,11943.021573
28.500000,57568.351311,20397.074197,12034.574492
28.550000,57372.482646,20500.922317,12126.595037
28.600000,57176.291462,20604.625961,12219.082577
28.650000,56979.787051,20708.176508,12312.036441
28.700000,56782.978755,20811.565322,12405.455922
28.750000,56585.875966,20914.783760,12499.340273
28.800000,56388.488123,21017.823169,12593.688708
28.850000,56190.824711,21120.674888,12688.500400
28.900000,55992.895260,21223.330253,12783.774487
28.950000,55794.709339,21325.780596,12879.510065
29.000000,55596.276560,21428.017248,12975.706192
29.050000,55397.606570,21530.031543,13072.361887
29.100000,55198.709055,21631.814816,13169.476129
29.150000,54999.593731,21733.358409,13267.047861
29.200000,54800.270349,21834.653669,13365.075983
29.250000,54600.748687,21935.691954,13463.559358
29.300000,54401.038554,22036.464634,13562.496812
29.350000,54201.149782,22136.963090,13661.887129
29.400000,54001.092226,22237.178719,13761.729055
29.450000,53800.875764,22337.102936,13862.021300
29.500000,53600.510294,22436.727174,13962.762532
29.550000,53400.005730,22536.042888,14063.951382
29.600000,53199.372000,22635.041558,14165.586442
29.650000,52998.619047,22733.714685,14267.666267
29.700000,52797.756825,22832.053802,14370.189373
29.750000,52596.795294,22930.050468,14473.154238
29.800000,52395.744425,23027.696274,14576.559301
29.850000,52194.614190,23124.982845,14680.402966
29.900000,51993.414565,23221.901840,14784.683596
29.950000,51792.155525,23318.444956,14889.399518
30.000000,51590.847046,23414.603930,14994.549024
30.050000,51389.499098,23510.370537,15100.130365
30.100000,51188.121645,23605.736597,15206.141758
30.150000,50986.724643,23700.693976,15312.581381
30.200000,50785.318039,23795.234582,15419.447379
30.250000,50583.911767,23889.350378,15526.737856
30.300000,50382.515746,23983.033372,15634.450883
30.350000,50181.139879,24076.275626,15742.584495
30.400000,49979.794052,24169.069257,15851.136690
30.450000,49778.488129,24261.406437,15960.105433
30.500000,49577.231952,24353.279396,16069.488652
30.550000,49376.035337,24444.680423,16179.284240
30.600000,49174.908076,24535.601868,16289.490056
30.650000,48973.859930,24626.036143,16400.103926
30.700000,48772.900633,24715.975727,16511.123640
30.750000,48572.039882,24805.413164,16622.546954
30.800000,48371.287343,24894.341063,16734.371594
30.850000,48170.652644,24982.752108,16846.595249
30.900000,47970.145375,25070.639048,16959.215577
30.950000,47769.775087,25157.994710,17072.230203
31.000000,47569.551287,25244.811991,17185.636722
31.050000,47369.483441,25331.083866,17299.432693
31.100000,47169.580967,25416.803386,17413.615648
31.150000,46969.853235,25501.963680,17528.183085
31.200000,46770.309569,25586.557960,17643.132472
31.250000,46570.959238,25670.579515,17758.461247
31.300000,46371.811462,25754.021720,17874.166818
31.350000,46172.875403,25836.878033,17990.246564
31.400000,45974.160171,25919.141997,18106.697832
31.450000,45775.674815,26000.807241,18223.517944
31.500000,45577.428326,26081.867484,18340.704190
31.550000,45379.429633,26162.316533,18458.253834
31.600000,45181.687604,26242.148284,18576.164113
31.650000,44984.211041,26321.356725,18694.432234
31.700000,44787.008683,26399.935938,18813.055379
31.750000,44590.089200,26477.880095,18932.030705
31.800000,44393.461194,26555.183467,19051.355339
31.850000,44197.133197,26631.840417,19171.026386
31.900000,44001.113669,26707.845406,19291.040925
31.950000,43805.411000,26783.192991,19411.396009
32.000000,43610.033503,26857.877830,19532.088668
32.050000,43414.989416,26931.894677,19653.115907
32.100000,43220.286903,27005.238387,19774.474710
32.150000,43025.934048,27077.903917,19896.162035
32.200000,42831.938856,27149.886324,20018.174821
32.250000,42638.309252,27221.180767,20140.509980
32.300000,42445.053082,27291.782510,20263.164408
32.350000,42252.178107,27361.686916,20386.134977
32.400000,42059.692005,27430.889458,20509.418538
32.450000,41867.602370,27499.385708,20633.011923
32.500000,41675.916711,27567.171346,20756.911943
32.550000,41484.642450,27634.242157,20881.115393
32.600000,41293.786923,27700.594033,21005.619044
32.650000,41103.357375,27766.222970,21130.419654
32.700000,40913.360965,27831.125074,21255.513961
32.750000,40723.804761,27895.296555,21380.898684
32.800000,40534.695739,27958.733733,21506.570528
32.850000,40346.040786,28021.433033,21632.526181
32.900000,40157.846695,28083.390992,21758.762314
32.950000,39970.120167,28144.604250,21885.275583
33.000000,39782.867810,28205.069560,22012.062630
33.050000,39596.096138,28264.783780,22139.120082
33.100000,39409.811569,28323.743878,22266.444553
33.150000,39224.020427,28381.946931,22394.032642
33.200000,39038.728940,28439.390124,22521.880935
33.250000,38853.943241,28496.070750,22649.986009
33.300000,38669.669364,28551.986212,22778.344424
33.350000,38485.913249,28607.134018,22906.952733
33.400000,38302.680736,28661.511789,23035.807475
33.450000,38119.977568,28715.117251,23164.905181
33.500000,37937.809393,28767.948238,23294.242369
33.550000,37756.181755,28820.002694,23423.815550
33.600000,37575.100106,28871.278669,23553.621226
33.650000,37394.569794,28921.774319,23683.655888
33.700000,37214.596070,28971.487908,23813.916021
33.750000,37035.184088,29020.417809,23944.398103
33.800000,36856.338899,29068.562497,24075.098604
33.850000,36678.065459,29115.920555,24206.013986
33.900000,36500.368621,29162.490672,24337.140707
33.950000,36323.253141,29208.271641,24468.475218
34.000000,36146.723675,29253.262359,24600.013966
34.050000,35970.784780,29297.461828,24731.753393
34.100000,35795.440913,29340.869152,24863.689934
34.150000,35620.696433,29383.483541,24995.820025
34.200000,35446.555601,29425.304303,25128.140096
34.250000,35273.022576,29466.330851,25260.646573
34.300000,35100.101421,29506.562698,25393.335881
34.350000,34927.796099,29545.999456,25526.204445
34.400000,34756.110478,29584.640838,25659.248684
34.450000,34585.048324,29622.486657,25792.465019
34.500000,34414.613308,29659.536822,25925.849870
34.550000,34244.809002,29695.791341,26059.399657
34.600000,34075.638883,29731.250319,26193.110799
34.650000,33907.106329,29765.913954,26326.979717
34.700000,33739.214625,29799.782544,26461.002832
34.750000,33571.966956,29832.856477,26595.176567
34.800000,33405.366415,29865.136236,26729.497349
34.850000,33239.415999,29896.622397,26863.961603
34.900000,33074.118611,29927.315628,26998.565761
34.950000,32909.477058,29957.216687,27133.306256
35.000000,32745.494055,29986.326421,27268.179524
35.050000,32582.172225,30014.645767,27403.182008
35.100000,32419.514097,30042.175751,27538.310152
35.150000,32257.522109,30068.917484,27673.560407
35.200000,32096.198607,30094.872164,27808.929229
35.250000,31935.545848,30120.041074,27944.413078
35.300000,31775.565997,30144.425581,28080.008422
35.350000,31616.261130,30168.027136,28215.711734
35.400000,31457.633237,30190.847269,28351.519494
35.450000,31299.684216,30212.887595,28487.428189
35.500000,31142.415880,30234.149805,28623.434315
35.550000,30985.829954,30254.635673,28759.534373
35.600000,30829.928080,30274.347046,28895.724874
35.650000,30674.711811,30293.285851,29032.002338
